#10k
0 2.255050345
1 3.021678765
2 5.39546968
3 6.529080914
4 5.312615591	

	
#20k
0 2.107064704
1 3.29398391
2 5.440228533
3 9.137956537
4 9.697180888
	

#200k
0 1.997884076
1 3.990991714
2 7.964621606
3 15.85815254
4 31.69904
	

#500k
0 1.994007213
1 3.922763476
2 7.279532381
3 14.13763776
4 28.22370669
