5k	8.962	2.914
10k	16.101	10.326
20k	82.608	32.340
30k	119.579	51.044
40k	146.153	59.960
50k	162.115	75.637
60k	165.217	83.618
70k	164.197	120.909
80k	167.493	113.221
90k	167.100	146.571
100k	169.340	190.571
200k	170.556	328.152
300k	171.549	357.665
400k	171.819	374.062
500k	172.245	385.802
600k	172.314	378.968
700k	172.308	387.997
800k	172.494	391.248
900k	172.460	383.733
1m	172.617	393.693
