0	2.913957055	425.3228146
1	10.32581522	405.2275733
2	32.34	451.2361659
3	51.04432836	381.2242086
4	59.96015779	409.9444549
5	75.63654459	467.2504869
6	83.61821516	710.143784
7	120.9086364	713.2542443
8	113.2212291	857.3132729
9	146.571	847.4411497
10	190.5712136	931.3883606
11	328.1515544	950.5429358
12	357.6654466	954.1390701
13	374.0615233	1064.708396
14	385.8022661	1050.500923
15	378.9681977	1055.962486
16	387.9973536	1089.614889
17	391.2482625	1057.564765
18	383.7329951	1043.013333
19	393.6925261	1054.24918
